Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Order Year,Order Month Num,Order Month,Order Quarter,Profit Margin
CA-2025-100213,2025-04-19,2025-04-23,Second Class,CO-58270,Customer 58270,Consumer,Atlanta,Georgia,30303,South,OFF-BI-10000213,Office Supplies,Binders,Wilson Jones Ring Binder,118.62,6,0.0,31.63,2025,4,April,Q2,0.2666
CA-2025-100214,2025-10-21,2025-10-26,First Class,HO-10191,Customer 10191,Home Office,Charlotte,North Carolina,28202,South,FUR-BO-10000214,Furniture,Bookcases,Bush Somerset 3-Shelf Bookcase,160.31,1,0.5,-21.88,2025,10,October,Q4,-0.1365
CA-2025-100215,2025-04-03,2025-04-04,Standard Class,HO-64140,Customer 64140,Home Office,Minneapolis,Minnesota,55401,Central,TEC-PH-10000215,Technology,Phones,iPhone 15 Pro Max,2422.8,3,0.0,694.76,2025,4,April,Q2,0.2868
CA-2025-100216,2025-06-02,2025-06-05,Same Day,CO-44208,Customer 44208,Consumer,Minneapolis,Minnesota,55401,Central,OFF-AP-10000216,Office Supplies,Appliances,Krups 12-Cup Coffee Maker,39.53,1,0.0,5.18,2025,6,June,Q2,0.131
CA-2025-100217,2025-11-25,2025-11-29,Standard Class,CO-68925,Customer 68925,Consumer,Charlotte,North Carolina,28202,South,OFF-BI-10000217,Office Supplies,Binders,GBC ComboBind Spines,115.83,1,0.0,18.07,2025,11,November,Q4,0.156
CA-2025-100218,2025-10-04,2025-10-05,First Class,CO-89076,Customer 89076,Consumer,Seattle,Washington,98103,West,TEC-CO-10000218,Technology,Copiers,Canon ImageClass Laser Copier,227.7,1,0.0,58.15,2025,10,October,Q4,0.2554
CA-2025-100219,2025-11-22,2025-11-24,First Class,CO-63004,Customer 63004,Consumer,Atlanta,Georgia,30303,South,FUR-CH-10000219,Furniture,Chairs,Harbour Executive Leather Armchair,93.44,1,0.2,12.98,2025,11,November,Q4,0.1389
CA-2025-100220,2025-10-07,2025-10-12,Standard Class,CO-94500,Customer 94500,Corporate,Portland,Oregon,97201,West,TEC-PH-10000220,Technology,Phones,iPhone 15 Pro Max,1346.43,1,0.1,503.19,2025,10,October,Q4,0.3737
CA-2025-100221,2025-09-03,2025-09-09,First Class,CO-15596,Customer 15596,Consumer,Miami,Florida,33101,South,FUR-FU-10000221,Furniture,Furnishings,Floor Mat,645.74,2,0.0,123.71,2025,9,September,Q3,0.1916
CA-2025-100222,2025-02-06,2025-02-08,Standard Class,CO-90492,Customer 90492,Consumer,Philadelphia,Pennsylvania,19104,East,OFF-BI-10000222,Office Supplies,Binders,GBC ComboBind Spines,9.2,1,0.0,1.19,2025,2,February,Q1,0.1293
CA-2025-100223,2025-06-26,2025-06-29,Second Class,HO-12559,Customer 12559,Home Office,Charlotte,North Carolina,28202,South,OFF-PA-10000223,Office Supplies,Paper,Hammermill Color Copy Paper,219.4,2,0.0,26.75,2025,6,June,Q2,0.1219
CA-2025-100224,2025-05-11,2025-05-14,Standard Class,HO-46822,Customer 46822,Home Office,Phoenix,Arizona,85001,West,OFF-BI-10000224,Office Supplies,Binders,Wilson Jones Ring Binder,105.24,1,0.1,16.48,2025,5,May,Q2,0.1566
CA-2025-100225,2025-05-27,2025-05-31,Second Class,CO-38758,Customer 38758,Corporate,Charlotte,North Carolina,28202,South,TEC-AC-10000225,Technology,Accessories,Anker USB-C Hub 8-in-1,689.87,2,0.2,133.5,2025,5,May,Q2,0.1935
CA-2025-100226,2025-12-19,2025-12-20,Second Class,HO-83873,Customer 83873,Home Office,Boston,Massachusetts,02108,East,TEC-MA-10000226,Technology,Machines,3M Laminating Machine,1065.34,2,0.0,152.4,2025,12,December,Q4,0.1431
CA-2025-100227,2025-07-08,2025-07-09,Standard Class,CO-90495,Customer 90495,Consumer,Boston,Massachusetts,02108,East,OFF-AR-10000227,Office Supplies,Art,Fiskars Scissors,7.22,1,0.2,0.77,2025,7,July,Q3,0.1066
CA-2025-100228,2025-12-04,2025-12-09,First Class,HO-58967,Customer 58967,Home Office,Miami,Florida,33101,South,OFF-LA-10000228,Office Supplies,Labels,Avery Mailing Labels,351.45,3,0.0,107.44,2025,12,December,Q4,0.3057
CA-2025-100229,2025-10-16,2025-10-20,Standard Class,HO-90440,Customer 90440,Home Office,Chicago,Illinois,60611,Central,OFF-AR-10000229,Office Supplies,Art,Sharpie Highlighter Set,114.63,3,0.0,39.15,2025,10,October,Q4,0.3415
CA-2025-100230,2025-11-23,2025-11-29,Standard Class,HO-84381,Customer 84381,Home Office,Seattle,Washington,98103,West,OFF-BI-10000230,Office Supplies,Binders,Wilson Jones Ring Binder,77.48,1,0.0,14.14,2025,11,November,Q4,0.1825
CA-2025-100231,2025-08-03,2025-08-05,Same Day,CO-21629,Customer 21629,Consumer,Minneapolis,Minnesota,55401,Central,FUR-BO-10000231,Furniture,Bookcases,Atlantic Metal 4-Shelf Bookcase,690.0,2,0.2,233.33,2025,8,August,Q3,0.3382
CA-2025-100232,2025-09-02,2025-09-05,Second Class,HO-64266,Customer 64266,Home Office,Nashville,Tennessee,37203,South,OFF-PA-10000232,Office Supplies,Paper,Xerox 228 Premium Copy Paper,399.2,4,0.0,141.04,2025,9,September,Q3,0.3533
CA-2025-100233,2025-08-08,2025-08-10,Standard Class,HO-48654,Customer 48654,Home Office,Portland,Oregon,97201,West,FUR-CH-10000233,Furniture,Chairs,HON 5400 Series Task Chair,1189.95,5,0.0,95.2,2025,8,August,Q3,0.08
CA-2025-100234,2025-04-03,2025-04-06,Same Day,HO-14062,Customer 14062,Home Office,Atlanta,Georgia,30303,South,OFF-PA-10000234,Office Supplies,Paper,Xerox 228 Premium Copy Paper,8.32,2,0.5,-1.89,2025,4,April,Q2,-0.2272
CA-2025-100235,2025-10-18,2025-10-22,Second Class,CO-46899,Customer 46899,Consumer,Chicago,Illinois,60611,Central,FUR-FU-10000235,Furniture,Furnishings,Floor Mat,268.94,2,0.0,45.13,2025,10,October,Q4,0.1678
CA-2025-100236,2025-05-22,2025-05-26,Standard Class,CO-37125,Customer 37125,Consumer,Philadelphia,Pennsylvania,19104,East,TEC-MA-10000236,Technology,Machines,Star Micronics Receipt Printer,1063.38,2,0.0,334.34,2025,5,May,Q2,0.3144
CA-2025-100237,2025-01-03,2025-01-07,Standard Class,CO-59996,Customer 59996,Consumer,Chicago,Illinois,60611,Central,OFF-LA-10000237,Office Supplies,Labels,Dymo Address Labels,56.88,1,0.0,4.25,2025,1,January,Q1,0.0747
CA-2025-100238,2025-10-25,2025-10-29,Standard Class,CO-80968,Customer 80968,Corporate,Atlanta,Georgia,30303,South,OFF-PA-10000238,Office Supplies,Paper,Southworth Fine Parchment Paper,71.96,2,0.3,-14.94,2025,10,October,Q4,-0.2076
CA-2025-100239,2025-03-08,2025-03-11,Standard Class,HO-14551,Customer 14551,Home Office,New York City,New York,10011,East,TEC-MA-10000239,Technology,Machines,Star Micronics Receipt Printer,1428.69,1,0.0,181.57,2025,3,March,Q1,0.1271
CA-2025-100240,2025-12-02,2025-12-05,Same Day,CO-92211,Customer 92211,Consumer,Philadelphia,Pennsylvania,19104,East,OFF-AP-10000240,Office Supplies,Appliances,Hoover WindTunnel Vacuum,36.81,3,0.0,14.45,2025,12,December,Q4,0.3926
CA-2025-100241,2025-12-17,2025-12-20,First Class,CO-91665,Customer 91665,Corporate,Miami,Florida,33101,South,OFF-AR-10000241,Office Supplies,Art,Dixon Ticonderoga Pencils,333.42,3,0.0,54.83,2025,12,December,Q4,0.1644
CA-2025-100242,2025-12-18,2025-12-23,First Class,CO-95824,Customer 95824,Consumer,Nashville,Tennessee,37203,South,FUR-TA-10000242,Furniture,Tables,Bienna Executive Dining Table,348.62,3,0.1,22.84,2025,12,December,Q4,0.0655
CA-2025-100243,2025-06-11,2025-06-15,Standard Class,CO-45203,Customer 45203,Consumer,Houston,Texas,77002,Central,OFF-LA-10000243,Office Supplies,Labels,Dymo Address Labels,63.14,2,0.1,5.64,2025,6,June,Q2,0.0893
CA-2025-100244,2025-01-28,2025-01-30,Standard Class,CO-52056,Customer 52056,Corporate,Minneapolis,Minnesota,55401,Central,OFF-ST-10000244,Office Supplies,Storage,Fellowes Bankers Box,270.6,5,0.0,65.97,2025,1,January,Q1,0.2438
CA-2025-100245,2025-12-17,2025-12-22,First Class,CO-30836,Customer 30836,Corporate,Portland,Oregon,97201,West,OFF-PA-10000245,Office Supplies,Paper,Xerox 228 Premium Copy Paper,188.2,2,0.0,22.49,2025,12,December,Q4,0.1195
CA-2025-100246,2025-07-27,2025-07-29,Standard Class,CO-16626,Customer 16626,Consumer,Chicago,Illinois,60611,Central,FUR-FU-10000246,Furniture,Furnishings,Floor Mat,399.48,1,0.0,79.49,2025,7,July,Q3,0.199
CA-2025-100247,2025-12-20,2025-12-23,Same Day,CO-82264,Customer 82264,Consumer,Detroit,Michigan,48201,Central,FUR-TA-10000247,Furniture,Tables,Balt Training Table,506.98,1,0.0,35.42,2025,12,December,Q4,0.0699
CA-2025-100248,2025-12-28,2025-12-31,Same Day,HO-94853,Customer 94853,Home Office,Boston,Massachusetts,02108,East,FUR-FU-10000248,Furniture,Furnishings,Eldon Desktop Organizer,3310.96,7,0.1,793.43,2025,12,December,Q4,0.2396
CA-2025-100249,2025-11-05,2025-11-09,Second Class,CO-43081,Customer 43081,Consumer,Detroit,Michigan,48201,Central,OFF-PA-10000249,Office Supplies,Paper,Hammermill Color Copy Paper,56.16,1,0.0,14.5,2025,11,November,Q4,0.2582
CA-2025-100250,2025-05-20,2025-05-23,Standard Class,CO-96816,Customer 96816,Corporate,Detroit,Michigan,48201,Central,FUR-CH-10000250,Furniture,Chairs,Global Stack Chair,689.39,9,0.1,272.03,2025,5,May,Q2,0.3946
CA-2025-100251,2025-07-09,2025-07-13,Same Day,CO-34688,Customer 34688,Corporate,Boston,Massachusetts,02108,East,TEC-MA-10000251,Technology,Machines,3M Laminating Machine,547.42,1,0.0,136.28,2025,7,July,Q3,0.2489
CA-2025-100252,2025-11-10,2025-11-12,Standard Class,CO-14629,Customer 14629,Consumer,Philadelphia,Pennsylvania,19104,East,OFF-AR-10000252,Office Supplies,Art,Sharpie Highlighter Set,326.91,3,0.0,126.9,2025,11,November,Q4,0.3882
CA-2025-100253,2025-06-27,2025-07-01,Standard Class,CO-71706,Customer 71706,Consumer,Philadelphia,Pennsylvania,19104,East,OFF-BI-10000253,Office Supplies,Binders,Wilson Jones Ring Binder,511.83,5,0.1,71.09,2025,6,June,Q2,0.1389
CA-2025-100254,2025-03-08,2025-03-12,Standard Class,CO-53426,Customer 53426,Corporate,Detroit,Michigan,48201,Central,OFF-PA-10000254,Office Supplies,Paper,Xerox 228 Premium Copy Paper,287.6,5,0.0,123.01,2025,3,March,Q1,0.4277
CA-2025-100255,2025-09-03,2025-09-06,Standard Class,CO-99220,Customer 99220,Consumer,Charlotte,North Carolina,28202,South,OFF-AR-10000255,Office Supplies,Art,Crayola Markers 8ct,119.1,2,0.5,-9.78,2025,9,September,Q3,-0.0821
CA-2025-100256,2025-12-15,2025-12-17,First Class,CO-20592,Customer 20592,Consumer,Charlotte,North Carolina,28202,South,OFF-AR-10000256,Office Supplies,Art,Fiskars Scissors,76.87,1,0.0,27.25,2025,12,December,Q4,0.3545
CA-2025-100257,2025-10-06,2025-10-09,Standard Class,CO-21539,Customer 21539,Corporate,Columbus,Ohio,43215,East,OFF-PA-10000257,Office Supplies,Paper,Hammermill Color Copy Paper,231.82,2,0.0,30.08,2025,10,October,Q4,0.1298
CA-2025-100258,2025-09-12,2025-09-19,First Class,CO-79603,Customer 79603,Corporate,New York City,New York,10011,East,OFF-AP-10000258,Office Supplies,Appliances,Avanti Compact Refrigerator,94.08,3,0.0,9.56,2025,9,September,Q3,0.1016
CA-2025-100259,2025-02-13,2025-02-16,Standard Class,CO-15992,Customer 15992,Consumer,Detroit,Michigan,48201,Central,OFF-BI-10000259,Office Supplies,Binders,Avery Durable View Binder,114.93,2,0.1,11.9,2025,2,February,Q1,0.1035
CA-2025-100260,2025-09-16,2025-09-19,Standard Class,HO-62873,Customer 62873,Home Office,Seattle,Washington,98103,West,FUR-BO-10000260,Furniture,Bookcases,Atlantic Metal 4-Shelf Bookcase,1361.22,3,0.0,267.67,2025,9,September,Q3,0.1966
CA-2025-100261,2025-12-21,2025-12-25,Standard Class,CO-80088,Customer 80088,Corporate,Los Angeles,California,90036,West,OFF-AP-10000261,Office Supplies,Appliances,Hoover WindTunnel Vacuum,7.69,1,0.0,0.76,2025,12,December,Q4,0.0988
CA-2025-100262,2025-03-09,2025-03-12,Standard Class,CO-92616,Customer 92616,Corporate,Portland,Oregon,97201,West,OFF-ST-10000262,Office Supplies,Storage,Stur-D-Stor Shelving,226.47,3,0.0,92.73,2025,3,March,Q1,0.4095
CA-2025-100263,2025-08-17,2025-08-21,Standard Class,CO-23928,Customer 23928,Consumer,Atlanta,Georgia,30303,South,OFF-LA-10000263,Office Supplies,Labels,Brother Label Tape,233.66,2,0.0,26.67,2025,8,August,Q3,0.1141
CA-2025-100264,2025-12-18,2025-12-21,Standard Class,HO-53332,Customer 53332,Home Office,New York City,New York,10011,East,FUR-CH-10000264,Furniture,Chairs,HON 5400 Series Task Chair,1528.14,3,0.0,131.47,2025,12,December,Q4,0.086
CA-2025-100265,2025-11-17,2025-11-18,Second Class,HO-94454,Customer 94454,Home Office,Columbus,Ohio,43215,East,TEC-CO-10000265,Technology,Copiers,Hewlett Packard LaserJet Copier,749.99,1,0.0,49.33,2025,11,November,Q4,0.0658
CA-2025-100266,2025-10-10,2025-10-13,Second Class,CO-25191,Customer 25191,Consumer,Los Angeles,California,90036,West,FUR-BO-10000266,Furniture,Bookcases,O'Sullivan 2-Door Bookcase,568.34,2,0.3,-36.07,2025,10,October,Q4,-0.0635
CA-2025-100267,2025-10-09,2025-10-14,Standard Class,HO-33969,Customer 33969,Home Office,Phoenix,Arizona,85001,West,OFF-PA-10000267,Office Supplies,Paper,Hammermill Color Copy Paper,301.83,3,0.0,66.01,2025,10,October,Q4,0.2187
CA-2025-100268,2025-06-26,2025-06-28,Standard Class,CO-30892,Customer 30892,Corporate,Phoenix,Arizona,85001,West,TEC-MA-10000268,Technology,Machines,3M Laminating Machine,1049.75,1,0.0,203.06,2025,6,June,Q2,0.1934
CA-2025-100269,2025-05-01,2025-05-06,First Class,CO-27125,Customer 27125,Corporate,Nashville,Tennessee,37203,South,FUR-FU-10000269,Furniture,Furnishings,Floor Mat,75.28,1,0.0,24.98,2025,5,May,Q2,0.3318
CA-2025-100270,2025-11-22,2025-11-25,Second Class,CO-39358,Customer 39358,Corporate,Houston,Texas,77002,Central,OFF-AP-10000270,Office Supplies,Appliances,Hoover WindTunnel Vacuum,158.95,3,0.1,17.4,2025,11,November,Q4,0.1095
CA-2025-100271,2025-11-27,2025-11-30,Same Day,CO-94331,Customer 94331,Consumer,Columbus,Ohio,43215,East,TEC-AC-10000271,Technology,Accessories,Logitech MX Master 3S Mouse,2304.0,2,0.0,371.55,2025,11,November,Q4,0.1613
CA-2025-100272,2025-12-17,2025-12-19,Second Class,CO-40801,Customer 40801,Consumer,Phoenix,Arizona,85001,West,OFF-BI-10000272,Office Supplies,Binders,GBC ComboBind Spines,24.78,2,0.0,10.96,2025,12,December,Q4,0.4423
CA-2025-100273,2025-12-24,2025-12-28,Standard Class,CO-83024,Customer 83024,Consumer,Los Angeles,California,90036,West,OFF-BI-10000273,Office Supplies,Binders,Avery Durable View Binder,75.88,2,0.0,24.17,2025,12,December,Q4,0.3185
CA-2025-100274,2025-08-11,2025-08-14,Standard Class,CO-69566,Customer 69566,Consumer,Minneapolis,Minnesota,55401,Central,OFF-LA-10000274,Office Supplies,Labels,Brother Label Tape,49.86,1,0.1,2.54,2025,8,August,Q3,0.0509
CA-2025-100275,2025-08-12,2025-08-17,Same Day,CO-78417,Customer 78417,Consumer,Houston,Texas,77002,Central,FUR-BO-10000275,Furniture,Bookcases,Bush Somerset 3-Shelf Bookcase,305.4,3,0.2,28.34,2025,8,August,Q3,0.0928
CA-2025-100276,2025-11-20,2025-11-22,Standard Class,HO-38257,Customer 38257,Home Office,Atlanta,Georgia,30303,South,OFF-ST-10000276,Office Supplies,Storage,Sterilite Plastic Tubs,20.22,3,0.1,2.01,2025,11,November,Q4,0.0994
CA-2025-100277,2025-10-15,2025-10-18,Standard Class,CO-75382,Customer 75382,Corporate,Los Angeles,California,90036,West,OFF-PA-10000277,Office Supplies,Paper,Southworth Fine Parchment Paper,82.59,2,0.3,-24.52,2025,10,October,Q4,-0.2969
CA-2025-100278,2025-10-19,2025-10-21,First Class,CO-96182,Customer 96182,Consumer,Minneapolis,Minnesota,55401,Central,OFF-BI-10000278,Office Supplies,Binders,Avery Durable View Binder,45.98,1,0.5,-2.71,2025,10,October,Q4,-0.0589
CA-2025-100279,2025-11-15,2025-11-20,Standard Class,CO-77147,Customer 77147,Corporate,Detroit,Michigan,48201,Central,OFF-BI-10000279,Office Supplies,Binders,Avery Durable View Binder,22.12,1,0.2,7.18,2025,11,November,Q4,0.3246
CA-2025-100280,2025-12-22,2025-12-24,Second Class,HO-33306,Customer 33306,Home Office,Houston,Texas,77002,Central,OFF-BI-10000280,Office Supplies,Binders,Unknown Product,339.7,6,0.2,108.6,2025,12,December,Q4,0.3197
CA-2025-100281,2025-06-27,2025-06-30,First Class,CO-11673,Customer 11673,Consumer,Los Angeles,California,90036,West,OFF-ST-10000281,Office Supplies,Storage,Tenex File Box,102.36,4,0.0,16.85,2025,6,June,Q2,0.1646
CA-2025-100282,2025-06-09,2025-06-11,Standard Class,CO-36738,Customer 36738,Corporate,Portland,Oregon,00000,West,TEC-PH-10000282,Technology,Phones,Samsung Galaxy S24 Ultra,3418.14,3,0.0,1243.26,2025,6,June,Q2,0.3637
CA-2025-100283,2025-02-26,2025-03-02,Second Class,CO-60014,Customer 60014,Consumer,Nashville,Tennessee,37203,South,TEC-CO-10000283,Technology,Copiers,Brother Multifunction Copier,525.96,3,0.0,209.09,2025,2,February,Q1,0.3975
CA-2025-100284,2025-09-28,2025-10-03,First Class,HO-94886,Customer 94886,Home Office,Chicago,Illinois,60611,Central,OFF-AR-10000284,Office Supplies,Art,Fiskars Scissors,494.64,9,0.0,215.16,2025,9,September,Q3,0.435
CA-2025-100285,2025-01-24,2025-01-27,Standard Class,CO-82954,Customer 82954,Consumer,Chicago,Illinois,60611,Central,FUR-TA-10000285,Furniture,Tables,Beverage Air Work Table,695.43,3,0.0,77.53,2025,1,January,Q1,0.1115
CA-2025-100286,2025-08-11,2025-08-14,Second Class,CO-96755,Customer 96755,Corporate,Minneapolis,Minnesota,55401,Central,OFF-BI-10000286,Office Supplies,Binders,GBC ComboBind Spines,31.8,3,0.0,13.76,2025,8,August,Q3,0.4327
CA-2025-100287,2025-09-17,2025-09-18,Standard Class,CO-80390,Customer 80390,Consumer,Miami,Florida,33101,South,OFF-AR-10000287,Office Supplies,Art,Fiskars Scissors,20.54,1,0.5,-3.38,2025,9,September,Q3,-0.1646
CA-2025-100288,2025-05-16,2025-05-23,First Class,HO-11153,Customer 11153,Home Office,Portland,Oregon,97201,West,OFF-AP-10000288,Office Supplies,Appliances,Avanti Compact Refrigerator,110.4,1,0.0,44.63,2025,5,May,Q2,0.4043
CA-2025-100289,2025-09-13,2025-09-19,First Class,CO-80809,Customer 80809,Consumer,Houston,Texas,77002,Central,TEC-CO-10000289,Technology,Copiers,Brother Multifunction Copier,2447.88,2,0.0,1001.95,2025,9,September,Q3,0.4093
CA-2025-100290,2025-01-07,2025-01-10,Standard Class,CO-80513,Customer 80513,Consumer,Los Angeles,California,90036,West,FUR-BO-10000290,Furniture,Bookcases,O'Sullivan 2-Door Bookcase,283.32,1,0.0,93.81,2025,1,January,Q1,0.3311
CA-2025-100291,2025-01-24,2025-01-28,Second Class,HO-99921,Customer 99921,Home Office,New York City,New York,00000,East,OFF-LA-10000291,Office Supplies,Labels,Avery Mailing Labels,9.86,1,0.2,2.69,2025,1,January,Q1,0.2728
CA-2025-100292,2025-11-19,2025-11-24,First Class,CO-69129,Customer 69129,Consumer,Nashville,Tennessee,37203,South,OFF-PA-10000292,Office Supplies,Paper,Southworth Fine Parchment Paper,12.77,1,0.2,0.96,2025,11,November,Q4,0.0752
CA-2025-100293,2025-06-24,2025-06-27,Second Class,CO-75907,Customer 75907,Consumer,Portland,Oregon,97201,West,OFF-LA-10000293,Office Supplies,Labels,Brother Label Tape,48.84,4,0.0,10.16,2025,6,June,Q2,0.208
CA-2025-100294,2025-03-22,2025-03-23,Standard Class,CO-61248,Customer 61248,Consumer,Chicago,Illinois,60611,Central,FUR-TA-10000294,Furniture,Tables,Beverage Air Work Table,1063.32,3,0.0,55.31,2025,3,March,Q1,0.052
CA-2025-100295,2025-08-20,2025-08-23,Standard Class,CO-37532,Customer 37532,Consumer,Chicago,Illinois,60611,Central,OFF-AP-10000295,Office Supplies,Appliances,Avanti Compact Refrigerator,16.93,1,0.1,2.56,2025,8,August,Q3,0.1512
CA-2025-100296,2025-11-04,2025-11-06,Second Class,HO-81939,Customer 81939,Home Office,Miami,Florida,33101,South,FUR-CH-10000296,Furniture,Chairs,Novimex Swivel Chair,312.03,3,0.0,56.9,2025,11,November,Q4,0.1824
CA-2025-100297,2025-04-05,2025-04-09,Standard Class,CO-19149,Customer 19149,Consumer,Philadelphia,Pennsylvania,19104,East,OFF-LA-10000297,Office Supplies,Labels,Brother Label Tape,239.43,3,0.0,66.26,2025,4,April,Q2,0.2767
CA-2025-100298,2025-09-26,2025-09-29,Standard Class,CO-42266,Customer 42266,Consumer,Columbus,Ohio,43215,East,FUR-TA-10000298,Furniture,Tables,Beverage Air Work Table,847.54,2,0.0,193.36,2025,9,September,Q3,0.2281
CA-2025-100299,2025-02-25,2025-02-28,Standard Class,CO-89511,Customer 89511,Consumer,Portland,Oregon,97201,West,TEC-AC-10000299,Technology,Accessories,Anker USB-C Hub 8-in-1,2342.65,5,0.0,187.79,2025,2,February,Q1,0.0802
CA-2025-100300,2025-01-01,2025-01-06,Second Class,HO-85877,Customer 85877,Home Office,Atlanta,Georgia,30303,South,TEC-CO-10000300,Technology,Copiers,Brother Multifunction Copier,2432.84,2,0.1,266.28,2025,1,January,Q1,0.1095
CA-2025-100301,2025-08-13,2025-08-15,Second Class,CO-48141,Customer 48141,Corporate,Columbus,Ohio,43215,East,OFF-ST-10000301,Office Supplies,Storage,Sterilite Plastic Tubs,44.94,1,0.0,19.58,2025,8,August,Q3,0.4357
CA-2025-100302,2025-09-20,2025-09-24,Second Class,CO-30869,Customer 30869,Consumer,Boston,Massachusetts,02108,East,OFF-PA-10000302,Office Supplies,Paper,Hammermill Color Copy Paper,27.08,4,0.0,4.22,2025,9,September,Q3,0.1558
CA-2025-100303,2025-10-08,2025-10-09,Standard Class,HO-57349,Customer 57349,Home Office,Nashville,Tennessee,37203,South,TEC-PH-10000303,Technology,Phones,iPhone 15 Pro Max,2356.53,2,0.2,609.28,2025,10,October,Q4,0.2585
CA-2025-100304,2025-10-27,2025-10-29,Second Class,CO-84732,Customer 84732,Corporate,Columbus,Ohio,43215,East,OFF-LA-10000304,Office Supplies,Labels,Brother Label Tape,316.36,4,0.0,63.44,2025,10,October,Q4,0.2005
CA-2025-100305,2025-12-08,2025-12-11,Standard Class,HO-73813,Customer 73813,Home Office,Miami,Florida,33101,South,OFF-AR-10000305,Office Supplies,Art,Sharpie Highlighter Set,19.39,1,0.1,2.61,2025,12,December,Q4,0.1346
CA-2025-100306,2025-08-06,2025-08-08,Second Class,HO-96652,Customer 96652,Home Office,Columbus,Ohio,43215,East,TEC-PH-10000306,Technology,Phones,Motorola Edge 50,2090.64,2,0.0,645.81,2025,8,August,Q3,0.3089
CA-2025-100307,2025-06-14,2025-06-15,Standard Class,CO-31119,Customer 31119,Corporate,New York City,New York,10011,East,TEC-AC-10000307,Technology,Accessories,Logitech MX Master 3S Mouse,1997.28,6,0.0,423.79,2025,6,June,Q2,0.2122
CA-2025-100308,2025-11-19,2025-11-23,First Class,CO-47152,Customer 47152,Corporate,Seattle,Washington,98103,West,OFF-PA-10000308,Office Supplies,Paper,Hammermill Color Copy Paper,79.67,4,0.1,29.31,2025,11,November,Q4,0.3679
CA-2025-100309,2025-05-27,2025-05-31,Second Class,CO-31983,Customer 31983,Corporate,Minneapolis,Minnesota,55401,Central,OFF-ST-10000309,Office Supplies,Storage,Fellowes Bankers Box,46.63,1,0.0,12.08,2025,5,May,Q2,0.2591
CA-2025-100310,2025-07-17,2025-07-21,First Class,CO-33255,Customer 33255,Corporate,Miami,Florida,33101,South,TEC-PH-10000310,Technology,Phones,iPhone 15 Pro Max,697.63,1,0.1,265.8,2025,7,July,Q3,0.381
CA-2025-100311,2025-02-25,2025-03-01,Standard Class,CO-15693,Customer 15693,Consumer,Atlanta,Georgia,30303,South,TEC-MA-10000311,Technology,Machines,Dymo LabelWriter 450 Turbo,1654.02,4,0.3,-163.49,2025,2,February,Q1,-0.0988
CA-2025-100312,2025-01-19,2025-01-20,Standard Class,CO-40475,Customer 40475,Consumer,Portland,Oregon,97201,West,OFF-BI-10000312,Office Supplies,Binders,GBC ComboBind Spines,25.94,1,0.2,1.37,2025,1,January,Q1,0.0528
CA-2025-100313,2025-12-17,2025-12-19,Standard Class,CO-51405,Customer 51405,Corporate,Charlotte,North Carolina,28202,South,FUR-FU-10000313,Furniture,Furnishings,Luxo Task Lamp,387.44,2,0.0,114.2,2025,12,December,Q4,0.2948
CA-2025-100314,2025-11-22,2025-11-25,Standard Class,CO-83080,Customer 83080,Corporate,Atlanta,Georgia,30303,South,OFF-BI-10000314,Office Supplies,Binders,GBC ComboBind Spines,63.9,2,0.0,21.23,2025,11,November,Q4,0.3322
CA-2025-100315,2025-10-24,2025-10-26,First Class,CO-40116,Customer 40116,Consumer,Atlanta,Georgia,30303,South,FUR-FU-10000315,Furniture,Furnishings,Luxo Task Lamp,1324.27,3,0.1,93.79,2025,10,October,Q4,0.0708
CA-2025-100316,2025-07-13,2025-07-20,Standard Class,CO-29048,Customer 29048,Consumer,Nashville,Tennessee,37203,South,FUR-TA-10000316,Furniture,Tables,Beverage Air Work Table,609.5,3,0.2,257.38,2025,7,July,Q3,0.4223
CA-2025-100317,2025-03-13,2025-03-17,Standard Class,CO-88311,Customer 88311,Corporate,Seattle,Washington,98103,West,OFF-PA-10000317,Office Supplies,Paper,Xerox 228 Premium Copy Paper,61.92,3,0.2,10.18,2025,3,March,Q1,0.1644
CA-2025-100318,2025-03-02,2025-03-06,Standard Class,CO-90634,Customer 90634,Corporate,New York City,New York,10011,East,OFF-AP-10000318,Office Supplies,Appliances,Hoover WindTunnel Vacuum,117.13,1,0.0,24.57,2025,3,March,Q1,0.2098
CA-2025-100319,2025-05-22,2025-05-25,Standard Class,CO-18993,Customer 18993,Corporate,Portland,Oregon,97201,West,OFF-BI-10000319,Office Supplies,Binders,Avery Durable View Binder,301.56,7,0.0,88.22,2025,5,May,Q2,0.2925
CA-2025-100320,2025-09-07,2025-09-10,Standard Class,CO-32942,Customer 32942,Consumer,Miami,Florida,33101,South,OFF-BI-10000320,Office Supplies,Binders,GBC ComboBind Spines,42.12,1,0.0,6.45,2025,9,September,Q3,0.1531
CA-2025-100321,2025-10-18,2025-10-23,Standard Class,CO-59424,Customer 59424,Corporate,Atlanta,Georgia,30303,South,OFF-PA-10000321,Office Supplies,Paper,Unknown Product,169.11,3,0.0,16.32,2025,10,October,Q4,0.0965
